row_id,names,original_type,new_type,geometry_type,issue
1099,Гудевичево|Гудевичеве,village,settlement,POINT,settlement_point_no_polygon
1100,Гуровское|Гурівське,village,settlement,POINT,settlement_point_no_polygon
1101,Дальник,village,settlement,POINT,settlement_point_no_polygon
1102,Дальничень|Дальнічень,village,settlement,POINT,settlement_point_no_polygon
1105,Дачное|Дачне,village,settlement,POINT,settlement_point_no_polygon
1106,Дивизия|Дивізія,village,settlement,POINT,settlement_point_no_polygon
1110,Дмитровка|Дмитрівка,village,settlement,POINT,settlement_point_no_polygon
1114,Днепровское|Дніпровське,village,settlement,POINT,settlement_point_no_polygon
1115,Доброалександровка|Доброолександрівка,village,settlement,POINT,settlement_point_no_polygon
1118,Долинка,village,settlement,POINT,settlement_point_no_polygon
1119,Долиновка|Долинівка,village,settlement,POINT,settlement_point_no_polygon
1122,Долматовка|Долматівка,village,settlement,POINT,settlement_point_no_polygon
1127,Дружба,village,settlement,POINT,settlement_point_no_polygon
1131,Елизаветовка|Єлизаветівка,village,settlement,POINT,settlement_point_no_polygon
1132,Еремеевка|Єреміївка,village,settlement,POINT,settlement_point_no_polygon
1135,Ермоклия|Ermoclia|Єрмоклія,village,settlement,POINT,settlement_point_no_polygon
1136,Железный Порт|Залізний Порт,village,settlement,POINT,settlement_point_no_polygon
1137,Желепово|Желепове,village,settlement,POINT,settlement_point_no_polygon
1140,Жёлтое|Жовте,village,settlement,POINT,settlement_point_no_polygon
1141,Жёлтый Яр|Жовтий Яр,village,settlement,POINT,settlement_point_no_polygon
1142,Забарино|Забарине,village,settlement,POINT,settlement_point_no_polygon
1143,Забары|Забари,village,settlement,POINT,settlement_point_no_polygon
1144,Загорное|Zahorna / Загорное|Загорна,village,settlement,POINT,settlement_point_no_polygon
1145,Заможное|Заможне,village,settlement,POINT,settlement_point_no_polygon
1148,Заречное|Зарічне,village,settlement,POINT,settlement_point_no_polygon
1151,Заря Труда|Зоря Труда,village,settlement,POINT,settlement_point_no_polygon
1152,Збурьевка|Збур’ївка,village,settlement,POINT,settlement_point_no_polygon
1153,Зеленотропинское|Зеленотропинське,village,settlement,POINT,settlement_point_no_polygon
1160,Зелёный Гай|Зелений Гай,village,settlement,POINT,settlement_point_no_polygon
1162,Змиенково|Змієнкове,village,settlement,POINT,settlement_point_no_polygon
1167,Зориново|Зоринове,village,settlement,POINT,settlement_point_no_polygon
1168,Зоряное|Зоряне,village,settlement,POINT,settlement_point_no_polygon
1173,Ивановка|Іванівка,village,settlement,POINT,settlement_point_no_polygon
1175,Ильинка|Іллінка,village,settlement,POINT,settlement_point_no_polygon
1176,Ильичанка|Ілічанка,village,settlement,POINT,settlement_point_no_polygon
1177,Йосиповка|Йосипівка,village,settlement,POINT,settlement_point_no_polygon
1178,Кагарлык|Кагарлик,village,settlement,POINT,settlement_point_no_polygon
1181,Каиры|Каїри,village,settlement,POINT,settlement_point_no_polygon
1184,Калаглия|Калаглія,village,settlement,POINT,settlement_point_no_polygon
1185,Калантаевка|Калантаївка,village,settlement,POINT,settlement_point_no_polygon
1186,Калиновка|Калинівка,village,settlement,POINT,settlement_point_no_polygon
1187,Калиновка|Калинівка,village,settlement,POINT,settlement_point_no_polygon
1191,Каменка|Кам’янка,village,settlement,POINT,settlement_point_no_polygon
1192,Каменка|Кам’янка,village,settlement,POINT,settlement_point_no_polygon
1194,Камчик,village,settlement,POINT,settlement_point_no_polygon
1196,Капаклиево|Капаклієве,village,settlement,POINT,settlement_point_no_polygon
1197,Капитановка|Капітанівка,village,settlement,POINT,settlement_point_no_polygon
1198,Капланы|Căplani,village,settlement,POINT,settlement_point_no_polygon
1199,Карагасаны|Carahasani,village,settlement,POINT,settlement_point_no_polygon
1206,Каролино-Бугаз|Кароліно-Бугаз,village,settlement,POINT,settlement_point_no_polygon
1207,Карповка|Карпівка,village,settlement,POINT,settlement_point_no_polygon
1208,Карпово|Карпове,village,settlement,POINT,settlement_point_no_polygon
1211,Киркаешты|Chircăiești,village,settlement,POINT,settlement_point_no_polygon
1213,Киселёвка|Киселівка,village,settlement,POINT,settlement_point_no_polygon
1214,Кицканы|Chițcani / Кицканы|Кіцкани,village,settlement,POINT,settlement_point_no_polygon
1217,Коблево|Коблеве,village,settlement,POINT,settlement_point_no_polygon
1218,Ковалёвка|Ковалівка,village,settlement,POINT,settlement_point_no_polygon
1221,Конное|Кінне,village,settlement,POINT,settlement_point_no_polygon
1224,Константиновка|Костянтинівка,village,settlement,POINT,settlement_point_no_polygon
1225,Константиновка|Костянтинівка,village,settlement,POINT,settlement_point_no_polygon
1226,Копани|Копані,village,settlement,POINT,settlement_point_no_polygon
1229,Копчак|Copceac,village,settlement,POINT,settlement_point_no_polygon
1230,Кордон,village,settlement,POINT,settlement_point_no_polygon
1233,Корсунцы|Корсунці,village,settlement,POINT,settlement_point_no_polygon
1234,Косовка|Косівка,village,settlement,POINT,settlement_point_no_polygon
1237,Кочковатое|Кочкувате,village,settlement,POINT,settlement_point_no_polygon
1239,Кошары|Кошари,village,settlement,POINT,settlement_point_no_polygon
1253,Кривая Балка|Крива Балка,village,settlement,POINT,settlement_point_no_polygon
1254,Крокмаз|Crocmaz,village,settlement,POINT,settlement_point_no_polygon
1259,Крутоярка,village,settlement,POINT,settlement_point_no_polygon
1262,Крыжановка|Крижанівка,village,settlement,POINT,settlement_point_no_polygon
1263,Кубанка,village,settlement,POINT,settlement_point_no_polygon
1264,Кузьменко|Кузьменка,village,settlement,POINT,settlement_point_no_polygon
1265,Кулевча,village,settlement,POINT,settlement_point_no_polygon
1266,Курган,village,settlement,POINT,settlement_point_no_polygon
1269,Курортное|Курортне,village,settlement,POINT,settlement_point_no_polygon
1272,Кучурган,village,settlement,POINT,settlement_point_no_polygon
1273,Лазо|Lazo,village,settlement,POINT,settlement_point_no_polygon
1274,Леонтьево|Leuntea,village,settlement,POINT,settlement_point_no_polygon
1275,Лески|Ліски,village,settlement,POINT,settlement_point_no_polygon
1278,Лизинка|Лізинка,village,settlement,POINT,settlement_point_no_polygon
1279,Лиман,village,settlement,POINT,settlement_point_no_polygon
1280,Лимановка|Лиманівка,village,settlement,POINT,settlement_point_no_polygon
1283,Лиманы|Лимани,village,settlement,POINT,settlement_point_no_polygon
1284,Луговое|Лугове,village,settlement,POINT,settlement_point_no_polygon
1285,Луговое|Лугове,village,settlement,POINT,settlement_point_no_polygon
1296,Любополь|Любопіль,village,settlement,POINT,settlement_point_no_polygon
1297,Майоры|Майори,village,settlement,POINT,settlement_point_no_polygon
1305,Малиновка|Малинівка,village,settlement,POINT,settlement_point_no_polygon
1308,Малодолинское|Малодолинське,village,settlement,POINT,settlement_point_no_polygon
1310,Мандрове,village,settlement,POINT,settlement_point_no_polygon
1313,Маразлиевка|Маразліївка,village,settlement,POINT,settlement_point_no_polygon
1314,Мариновка|Маринівка,village,settlement,POINT,settlement_point_no_polygon
1316,Марковка|Марківка,village,settlement,POINT,settlement_point_no_polygon
1318,Мартово|Мартове,village,settlement,POINT,settlement_point_no_polygon
1319,Марьяновка|Мар’янівка,village,settlement,POINT,settlement_point_no_polygon
1320,Марьяновка|Мар’янівка,village,settlement,POINT,settlement_point_no_polygon
1321,Матиясово|Матіясове,village,settlement,POINT,settlement_point_no_polygon
1324,Матышевка|Матишівка,village,settlement,POINT,settlement_point_no_polygon
1327,Меренешты|Merenești / Меренешты|Меренешти,village,settlement,POINT,settlement_point_no_polygon
1328,Мешково-Погорелово|Мішково-Погорілове,village,settlement,POINT,settlement_point_no_polygon
1329,Мещанка|Міщанка,village,settlement,POINT,settlement_point_no_polygon
1330,Мигаево|Мигаєве,village,settlement,POINT,settlement_point_no_polygon
1331,Миллиардовка|Мільярдівка,village,settlement,POINT,settlement_point_no_polygon
1342,Миролюбовка|Миролюбівка,village,settlement,POINT,settlement_point_no_polygon
1345,Михайловка|Михайлівка,village,settlement,POINT,settlement_point_no_polygon
1346,Михайловка|Михайлівка,village,settlement,POINT,settlement_point_no_polygon
1347,Молдаванка|Молдованка,village,settlement,POINT,settlement_point_no_polygon
1350,Молога,village,settlement,POINT,settlement_point_no_polygon
1353,Молодёжное|Молодіжне,village,settlement,POINT,settlement_point_no_polygon
1360,Набережное|Набережне,village,settlement,POINT,settlement_point_no_polygon
1366,Надия|Надія,village,settlement,POINT,settlement_point_no_polygon
1368,Надлиманское|Надлиманське,village,settlement,POINT,settlement_point_no_polygon
1369,Надъярное|Над’ярне,village,settlement,POINT,settlement_point_no_polygon
1372,Незавертайловка|Незавертайлівка,village,settlement,POINT,settlement_point_no_polygon
1373,Нерубайское|Нерубайське,village,settlement,POINT,settlement_point_no_polygon
1374,Несломленное|Незламне,village,settlement,POINT,settlement_point_no_polygon
1377,Нижний Куяльник|Нижній Куяльник,village,settlement,POINT,settlement_point_no_polygon
1378,Нижняя Марьяновка|Marianca de Jos,village,settlement,POINT,settlement_point_no_polygon
1379,Николаевка|Миколаївка,village,settlement,POINT,settlement_point_no_polygon
1380,Николаевка|Миколаївка,village,settlement,POINT,settlement_point_no_polygon
1381,Николаевка|Миколаївка,village,settlement,POINT,settlement_point_no_polygon
1384,Никольское|Нікольське,village,settlement,POINT,settlement_point_no_polygon
1385,Новая Андрияшевка|Нова Андріяшівка,village,settlement,POINT,settlement_point_no_polygon
1390,Новая Заря|Нова Зоря,village,settlement,POINT,settlement_point_no_polygon
1391,Новая Збурьевка|Нова Збур’ївка,village,settlement,POINT,settlement_point_no_polygon
1394,Новая Ковалёвка|Нова Ковалівка,village,settlement,POINT,settlement_point_no_polygon
1395,Новая Ольшанка|Нова Вільшанка,village,settlement,POINT,settlement_point_no_polygon
1398,Новая Эметовка|Нова Еметівка,village,settlement,POINT,settlement_point_no_polygon
1401,Нововладимировка|Нововолодимирівка,village,settlement,POINT,settlement_point_no_polygon
1402,Нововладимировка|Нововолодимирівка,village,settlement,POINT,settlement_point_no_polygon
1403,Новоградковка|Новоградківка,village,settlement,POINT,settlement_point_no_polygon
1406,Новодмитровка|Новодмитрівка,village,settlement,POINT,settlement_point_no_polygon
1407,Новодмитровка|Новодмитрівка,village,settlement,POINT,settlement_point_no_polygon
1410,Новое|Нове,village,settlement,POINT,settlement_point_no_polygon
1411,Новое|Нове,village,settlement,POINT,settlement_point_no_polygon
1412,Новое Селище|Нове Селище,village,settlement,POINT,settlement_point_no_polygon
1414,Новоконстантиновка|Новокостянтинівка,village,settlement,POINT,settlement_point_no_polygon
1415,Новокотовск|Новокотовськ,village,settlement,POINT,settlement_point_no_polygon
1420,Новомихайловка|Новомихайлівка,village,settlement,POINT,settlement_point_no_polygon
1422,Новониколаевка|Новомиколаївка,village,settlement,POINT,settlement_point_no_polygon
1430,Новосавицкое|Новосавицьке,village,settlement,POINT,settlement_point_no_polygon
1431,Новоселица|Новоселиця,village,settlement,POINT,settlement_point_no_polygon
1432,Новосельцы|Новосільці,village,settlement,POINT,settlement_point_no_polygon
1436,Новосёловка|Новоселівка,village,settlement,POINT,settlement_point_no_polygon
1437,Новосёловка|Новоселівка,village,settlement,POINT,settlement_point_no_polygon
1438,Новосёловка|Новоселівка,village,settlement,POINT,settlement_point_no_polygon
1439,Новосёловка|Новоселівка,village,settlement,POINT,settlement_point_no_polygon
1440,Новоукраинка|Новоукраїнка,village,settlement,POINT,settlement_point_no_polygon
1442,Новофёдоровка|Новофедорівка,village,settlement,POINT,settlement_point_no_polygon
1444,Новочерноморье|Новочорномор’я,village,settlement,POINT,settlement_point_no_polygon
1445,Новые Беляры|Нові Білярі,village,settlement,POINT,settlement_point_no_polygon
1446,Новые Раскайцы|Răscăieții Noi|Раскаєцій-Ной,village,settlement,POINT,settlement_point_no_polygon
1447,Новые Чобручи|Нові Чобручі,village,settlement,POINT,settlement_point_no_polygon
1448,Новые Шомполы|Нові Шомполи,village,settlement,POINT,settlement_point_no_polygon
1449,Облои|Облої,village,settlement,POINT,settlement_point_no_polygon
1456,Ониськово|Ониськове,village,settlement,POINT,settlement_point_no_polygon
1461,Отрадово|Одрадове,village,settlement,POINT,settlement_point_no_polygon
1462,Очаковское|Очаківське,village,settlement,POINT,settlement_point_no_polygon
1463,Павлинка,village,settlement,POINT,settlement_point_no_polygon
1464,Павловка|Павлівка,village,settlement,POINT,settlement_point_no_polygon
1465,Паланка|Palanca,village,settlement,POINT,settlement_point_no_polygon
1466,Палиевка|Паліївка,village,settlement,POINT,settlement_point_no_polygon
1467,Памятное|Пам’ятне,village,settlement,POINT,settlement_point_no_polygon
1468,Парканцы|Парканці,village,settlement,POINT,settlement_point_no_polygon
1469,Парканы|Паркани,village,settlement,POINT,settlement_point_no_polygon
1470,Парутино|Парутине,village,settlement,POINT,settlement_point_no_polygon
1473,Пасечное|Пасічне,village,settlement,POINT,settlement_point_no_polygon
1474,Переможное|Переможне,village,settlement,POINT,settlement_point_no_polygon
1475,Петро-Евдокиевка|Петро-Євдокіївка,village,settlement,POINT,settlement_point_no_polygon
1479,Петровка|Петрівка,village,settlement,POINT,settlement_point_no_polygon
1483,Петродолинское|Петродолинське,village,settlement,POINT,settlement_point_no_polygon
1491,Плоп-Штюбей|Plop-Știubei,village,settlement,POINT,settlement_point_no_polygon
1492,Повстанское|Повстанське,village,settlement,POINT,settlement_point_no_polygon
1497,Покровка,village,settlement,POINT,settlement_point_no_polygon
1498,Покровка,village,settlement,POINT,settlement_point_no_polygon
1503,Понятовка|Понятівка,village,settlement,POINT,settlement_point_no_polygon
1504,Попаздра,village,settlement,POINT,settlement_point_no_polygon
1507,Поповка/Попяска|Popeasca,village,settlement,POINT,settlement_point_no_polygon
1508,Порт,village,settlement,POINT,settlement_point_no_polygon
1509,Посад-Покровское|Посад-Покровське,village,settlement,POINT,settlement_point_no_polygon
1510,Поташенково|Поташенкове,village,settlement,POINT,settlement_point_no_polygon
1511,Правдино|Правдине,village,settlement,POINT,settlement_point_no_polygon
1518,Приветное|Привітне,village,settlement,POINT,settlement_point_no_polygon
1523,Приморское|Приморське,village,settlement,POINT,settlement_point_no_polygon
1524,Приозёрное|Приозерне,village,settlement,POINT,settlement_point_no_polygon
1525,Приозёрное|Приозерне,village,settlement,POINT,settlement_point_no_polygon
1526,Причеповка|Причепівка,village,settlement,POINT,settlement_point_no_polygon
1527,Причерноморское|Причорноморське,village,settlement,POINT,settlement_point_no_polygon
1528,Прогрессовка|Прогресівка,village,settlement,POINT,settlement_point_no_polygon
1532,Пуркарь|Purcari,village,settlement,POINT,settlement_point_no_polygon
1533,Пшеничное|Пшеничне,village,settlement,POINT,settlement_point_no_polygon
1534,Пшеняново|Пшонянове,village,settlement,POINT,settlement_point_no_polygon
1535,Радостное|Радісне,village,settlement,POINT,settlement_point_no_polygon
1540,Ранжево|Ранжеве,village,settlement,POINT,settlement_point_no_polygon
1541,Раскаецы|Răscăieți,village,settlement,POINT,settlement_point_no_polygon
1542,Расселенец|Розселенець,village,settlement,POINT,settlement_point_no_polygon
1547,Розовка|Розівка,village,settlement,POINT,settlement_point_no_polygon
1548,Ройлянка,village,settlement,POINT,settlement_point_no_polygon
1549,Ройлянка,village,settlement,POINT,settlement_point_no_polygon
1550,Роксоланы|Роксолани,village,settlement,POINT,settlement_point_no_polygon
1553,Роскошное|Розкішне,village,settlement,POINT,settlement_point_no_polygon
1554,Русская Слободка|Руська Слобідка,village,settlement,POINT,settlement_point_no_polygon
1557,Рыбаковка|Рибаківка,village,settlement,POINT,settlement_point_no_polygon
1558,Рыбальче|Рибальче,village,settlement,POINT,settlement_point_no_polygon
1559,Садовое|Садове,village,settlement,POINT,settlement_point_no_polygon
1560,Садовое|Садове,village,settlement,POINT,settlement_point_no_polygon
1561,Садовое|Садове,village,settlement,POINT,settlement_point_no_polygon
1562,Салганы|Салгани,village,settlement,POINT,settlement_point_no_polygon
1563,Санжейка|Санжійка,village,settlement,POINT,settlement_point_no_polygon
1564,Светлогорское|Світлогірське,village,settlement,POINT,settlement_point_no_polygon
1565,Светлодолинское|Світлодолинське,village,settlement,POINT,settlement_point_no_polygon
1567,Свитанок|Світанок,village,settlement,POINT,settlement_point_no_polygon
1569,Севериновка|Северинівка,village,settlement,POINT,settlement_point_no_polygon
1570,Секретарёвка|Секретарівка,village,settlement,POINT,settlement_point_no_polygon
1572,Семёновка|Semionovca,village,settlement,POINT,settlement_point_no_polygon
1574,Сергеевка|Сергіївка,village,settlement,POINT,settlement_point_no_polygon
1576,Слепушинское|Сліпушинське,village,settlement,POINT,settlement_point_no_polygon
1577,Слободзея|Slobozia,village,settlement,POINT,settlement_point_no_polygon
1578,Слободка|Слобідка,village,settlement,POINT,settlement_point_no_polygon
1581,Солдатское|Солдатське,village,settlement,POINT,settlement_point_no_polygon
1584,Солнечное|Сонячне,village,settlement,POINT,settlement_point_no_polygon
1591,Ставки,village,settlement,POINT,settlement_point_no_polygon
1592,Станислав|Станіслав,village,settlement,POINT,settlement_point_no_polygon
1594,Старая Андрияшевка|Стара Андріяшівка,village,settlement,POINT,settlement_point_no_polygon
1597,Старая Збурьевка|Стара Збур’ївка,village,settlement,POINT,settlement_point_no_polygon
1599,Старая Эметовка|Стара Еметівка,village,settlement,POINT,settlement_point_no_polygon
1600,Староказачье|Старокозаче,village,settlement,POINT,settlement_point_no_polygon
1601,Староконстантиновка|Старокостянтинівка,village,settlement,POINT,settlement_point_no_polygon
1602,Староселье|Старосілля,village,settlement,POINT,settlement_point_no_polygon
1603,Старые Шомполы|Старі Шомполи,village,settlement,POINT,settlement_point_no_polygon
1604,Степановка|Степанівка,village,settlement,POINT,settlement_point_no_polygon
1608,Степовое|Степове,village,settlement,POINT,settlement_point_no_polygon
1609,Степовое|Степове,village,settlement,POINT,settlement_point_no_polygon
1610,Суклея,village,settlement,POINT,settlement_point_no_polygon
1614,Сухое|Сухе,village,settlement,POINT,settlement_point_no_polygon
1616,Сухолужье|Сухолужжя,village,settlement,POINT,settlement_point_no_polygon
1617,Сухомлыново|Сухомлинове,village,settlement,POINT,settlement_point_no_polygon
1618,Счастливое|Щасливе,village,settlement,POINT,settlement_point_no_polygon
1622,Таирово|Таїрове,village,settlement,POINT,settlement_point_no_polygon
1623,Талмазы|Talmaza,village,settlement,POINT,settlement_point_no_polygon
1624,Ташино|Ташине,village,settlement,POINT,settlement_point_no_polygon
1625,Тендровское|Тендрівське,village,settlement,POINT,settlement_point_no_polygon
1626,Терновка|Тернівка,village,settlement,POINT,settlement_point_no_polygon
1629,Томина Балка,village,settlement,POINT,settlement_point_no_polygon
1632,Трояндовое|Трояндове,village,settlement,POINT,settlement_point_no_polygon
1633,Труд-Уголок|Труд-Куток,village,settlement,POINT,settlement_point_no_polygon
1634,Тудора|Tudora,village,settlement,POINT,settlement_point_no_polygon
1637,Тузлы|Тузли,village,settlement,POINT,settlement_point_no_polygon
1638,Удобное|Удобне,village,settlement,POINT,settlement_point_no_polygon
1643,Ульяновка|Улянівка,village,settlement,POINT,settlement_point_no_polygon
1644,Ульяновка|Улянівка,village,settlement,POINT,settlement_point_no_polygon
1645,Усатово|Усатове,village,settlement,POINT,settlement_point_no_polygon
1646,Усатово|Усатове,village,settlement,POINT,settlement_point_no_polygon
1647,Успеновка|Успенівка,village,settlement,POINT,settlement_point_no_polygon
1648,Уютное|Уютне,village,settlement,POINT,settlement_point_no_polygon
1651,Фештелица/Фашталице|Feștelița,village,settlement,POINT,settlement_point_no_polygon
1652,Фонтанка,village,settlement,POINT,settlement_point_no_polygon
1653,Фрунзе,village,settlement,POINT,settlement_point_no_polygon
1662,Христо-Ботово|Христо-Ботеве,village,settlement,POINT,settlement_point_no_polygon
1663,Царичанка,village,settlement,POINT,settlement_point_no_polygon
1666,Чабанское|Чабанське,village,settlement,POINT,settlement_point_no_polygon
1667,Чеботарёвка|Чоботарівка,village,settlement,POINT,settlement_point_no_polygon
1668,Червоная Горка|Червона Гірка,village,settlement,POINT,settlement_point_no_polygon
1671,Черевичное|Черевичне,village,settlement,POINT,settlement_point_no_polygon
1678,Черноморское|Чорноморське,village,settlement,POINT,settlement_point_no_polygon
1679,Черняховское|Черняхівське,village,settlement,POINT,settlement_point_no_polygon
1683,Чобручи|Cioburciu,village,settlement,POINT,settlement_point_no_polygon
1688,Чумаки,village,settlement,POINT,settlement_point_no_polygon
1689,Шабо,village,settlement,POINT,settlement_point_no_polygon
1690,Шамановка|Шаманівка,village,settlement,POINT,settlement_point_no_polygon
1694,Шевченково|Шевченкове,village,settlement,POINT,settlement_point_no_polygon
1696,Шевченково|Шевченкове,village,settlement,POINT,settlement_point_no_polygon
1697,Шевченково-Кут|Шевченкове-Кут,village,settlement,POINT,settlement_point_no_polygon
1698,Шеметово|Шеметове,village,settlement,POINT,settlement_point_no_polygon
1699,Шеметово|Шеметове,village,settlement,POINT,settlement_point_no_polygon
1701,Широкая Балка|Широка Балка,village,settlement,POINT,settlement_point_no_polygon
1704,Широкое|Широке,village,settlement,POINT,settlement_point_no_polygon
1705,Широкое|Широке,village,settlement,POINT,settlement_point_no_polygon
1709,Штефанешты|Ștefănești,village,settlement,POINT,settlement_point_no_polygon
1712,Щербанка,village,settlement,POINT,settlement_point_no_polygon
1713,Элеваторное|Елеваторне,village,settlement,POINT,settlement_point_no_polygon
1714,Элеваторное|Елеваторне,village,settlement,POINT,settlement_point_no_polygon
1715,Юрковка|Юрківка,village,settlement,POINT,settlement_point_no_polygon
1716,Якова,village,settlement,POINT,settlement_point_no_polygon
