names,wkt_geom,type
Каменка|Кам’янка,"POLYGON((31.6705917 46.8236343, 31.6699337 46.8231712, 31.6693904 46.8224695, 31.6690728 46.8218568, 31.6691149 46.8212363, 31.669398 46.8208775, 31.6698453 46.8204734, 31.6699102 46.8199994, 31.6696586 46.8195828, 31.6692906 46.8194181, 31.6687549 46.8190144, 31.6685546 46.8184256, 31.668625 46.8177739, 31.6689875 46.8171702, 31.6691688 46.8166407, 31.6692608 46.8161778, 31.6692311 46.8154315, 31.669204 46.8153075, 31.6690471 46.8152186, 31.6685587 46.8148817, 31.6684898 46.8146093, 31.6678317 46.8129333, 31.6683597 46.8115244, 31.6691136 46.8108371, 31.669347 46.8101143, 31.6693355 46.8089986, 31.6691786 46.8087655, 31.6688304 46.8086084, 31.6686003 46.8082952, 31.6685678 46.8075841, 31.6683405 46.8056358, 31.6680591 46.8044505, 31.6685786 46.8036578, 31.6695419 46.8033615, 31.6710246 46.8028355, 31.6737304 46.8032948, 31.6751453 46.8033844, 31.6754543 46.8068643, 31.6774034 46.8069334, 31.677585 46.8085854, 31.6775536 46.8112071, 31.6779554 46.813458, 31.6779999 46.8147153, 31.6784334 46.8150106, 31.6790128 46.8149665, 31.6798067 46.8148197, 31.6812007 46.814877, 31.6813516 46.8151427, 31.6809468 46.8169066, 31.6782649 46.816765, 31.6787544 46.818432, 31.6792933 46.8215311, 31.6779955 46.8218401, 31.6767608 46.8238269, 31.6753462 46.8242593, 31.6753074 46.8246607, 31.6755809 46.8250131, 31.6756856 46.8253939, 31.6762008 46.8263917, 31.6770395 46.8281534, 31.6769978 46.8283516, 31.6758989 46.8286317, 31.6745215 46.8288642, 31.6734162 46.8291627, 31.6729628 46.8287877, 31.6721935 46.8281515, 31.6710679 46.8255894, 31.6705917 46.8236343))",village
Каменка|Кам’янка,"POLYGON((29.6433454 46.1768797, 29.6431393 46.1775746, 29.645055 46.1777982, 29.6451005 46.1780732, 29.6448935 46.1795375, 29.6442254 46.1817741, 29.6422298 46.1816228, 29.6417969 46.183418, 29.6404985 46.1832585, 29.6405657 46.1829344, 29.6402687 46.1828976, 29.6404776 46.1820867, 29.6418866 46.1822547, 29.6427346 46.1788733, 29.6410925 46.1786485, 29.6415414 46.1766731, 29.6433454 46.1768797))",village
Киселёвка|Киселівка,"POLYGON((32.4740946 46.9955631, 32.4742877 46.9956509, 32.47491 46.9957241, 32.4813795 46.9964266, 32.4828493 46.9965144, 32.4825919 46.9975681, 32.4826133 46.9978242, 32.4830854 46.9979486, 32.4832892 46.9981974, 32.4832248 46.9984608, 32.4829459 46.9994413, 32.4820232 47.004007, 32.4811456 47.0087417, 32.4772787 47.0084157, 32.4754548 47.0082694, 32.47509 47.0105373, 32.4748754 47.0111664, 32.473824 47.0111664, 32.4717212 47.0107129, 32.472558 47.0076988, 32.4681163 47.0069233, 32.4668932 47.006777, 32.466507 47.007611, 32.4657989 47.0074793, 32.4636745 47.0066892, 32.4606061 47.0057966, 32.4588037 47.0055478, 32.4549627 47.0050211, 32.4527698 47.004384, 32.4528193 47.0041826, 32.4539137 47.0005681, 32.4554586 46.9958704, 32.4556732 46.9952704, 32.4561023 46.9950948, 32.4582052 46.9954167, 32.4619174 46.9960314, 32.4632263 46.9961778, 32.4641919 46.9959436, 32.4657345 46.9962114, 32.464962 46.9982018, 32.4688673 46.9983042, 32.4702191 46.9973383, 32.4713993 46.995626, 32.4740946 46.9955631))",village
Киселёвка|Киселівка,POINT(32.408802 46.753563),village
Константиновка|Костянтинівка,POINT(29.927944 46.052296),village
Константиновка|Костянтинівка,POINT(29.8489316 46.8528628),village
Константиновка|Костянтинівка,"POLYGON((32.3072605 46.9820366, 32.3090489 46.9819953, 32.3120411 46.9822394, 32.3124801 46.9814739, 32.3152934 46.9815071, 32.3156512 46.9822283, 32.3155048 46.9833155, 32.3192288 46.9838813, 32.3211477 46.9842918, 32.3212453 46.985856, 32.3215705 46.9868877, 32.3223024 46.9871436, 32.3217109 46.9890221, 32.3215354 46.9902324, 32.3209504 46.9915093, 32.3192735 46.9914694, 32.3186691 46.9913896, 32.3184156 46.9920014, 32.3179476 46.9920546, 32.3174858 46.9922883, 32.3144551 46.9919724, 32.3121858 46.9917614, 32.310555 46.9914394, 32.3096108 46.9913809, 32.3092031 46.9911613, 32.3089671 46.9907369, 32.3086453 46.9905466, 32.3079157 46.9902978, 32.3076582 46.9895659, 32.3077226 46.9891268, 32.3068428 46.9890683, 32.3054481 46.9888487, 32.3053586 46.9884463, 32.3055558 46.9876561, 32.3059871 46.9861764, 32.3059502 46.9846715, 32.3063445 46.9834188, 32.3068375 46.9825275, 32.3072605 46.9820366))",village
Кошары|Кошари,POINT(30.167148 46.9662706),village
Кошары|Кошари,POINT(31.15498 46.665642),village
Красне|Красное,"POLYGON((31.4008854 46.8179767, 31.4034228 46.8167139, 31.4038655 46.8163837, 31.4049832 46.8160255, 31.4050762 46.815853, 31.4050041 46.8156305, 31.4050192 46.8155125, 31.4050709 46.8154071, 31.4055987 46.8150921, 31.4058188 46.8150255, 31.4059823 46.8150004, 31.4061305 46.8149998, 31.4063925 46.8150313, 31.4069621 46.8151763, 31.4073957 46.8153019, 31.407904 46.8154792, 31.4086001 46.8157927, 31.4097188 46.816404, 31.4108446 46.8168606, 31.4111512 46.8168226, 31.4116802 46.815829, 31.4118788 46.8158851, 31.4137008 46.816389, 31.4138936 46.8165555, 31.4133709 46.8173917, 31.4129318 46.8180617, 31.4113933 46.8202013, 31.4089245 46.8233896, 31.4070126 46.8239612, 31.4063673 46.8241833, 31.4054332 46.8242264, 31.4041659 46.8239472, 31.4026609 46.8244459, 31.4024599 46.824558, 31.4013053 46.8252098, 31.4004912 46.8254627, 31.3991174 46.8257916, 31.3974831 46.8251333, 31.3960529 46.8284267, 31.3949002 46.8313652, 31.394545 46.8325433, 31.3935994 46.8335642, 31.3929389 46.8338791, 31.3898626 46.8334709, 31.3889072 46.8327126, 31.3896434 46.8305797, 31.3900116 46.8300612, 31.3902933 46.8293666, 31.3904526 46.8291322, 31.3906159 46.8282973, 31.3910306 46.8271593, 31.3913574 46.8266397, 31.3915288 46.8262451, 31.3918146 46.8255444, 31.3925851 46.8226145, 31.393315 46.8221139, 31.3943636 46.8216015, 31.3990493 46.8190275, 31.4008854 46.8179767))",village
Красное|Красне,POINT(29.8288743 46.6409687),town
Крива Балка|Кривая Балка,"POLYGON((31.8041844 46.9622901, 31.8035399 46.9614504, 31.8054117 46.9576967, 31.8079998 46.9534538, 31.8110039 46.949952, 31.8145394 46.9500782, 31.8197388 46.9527124, 31.8188376 46.954274, 31.8152096 46.9602044, 31.812529 46.9642103, 31.8111656 46.9645414, 31.807739 46.9632603, 31.8041844 46.9622901))",village
Кривая Балка|Крива Балка,POINT(29.892509 46.194962),village
Куяльник,"LINESTRING(30.7262933 46.5615421, 30.7262248 46.5615228)",street
Лимани|Лиманы,"POLYGON((31.9628346 46.747567, 31.9588435 46.7469494, 31.9593563 46.7431926, 31.9563115 46.7428324, 31.9535566 46.7420813, 31.9523204 46.7417442, 31.9527495 46.7407149, 31.9551528 46.7376268, 31.9577277 46.7350091, 31.958498 46.7335752, 31.960603 46.7320383, 31.9633475 46.7295453, 31.9665682 46.7266845, 31.9673815 46.7258682, 31.9689264 46.7256328, 31.9708169 46.7227718, 31.9701731 46.7220952, 31.9699156 46.7214185, 31.9715893 46.7185941, 31.9718018 46.7177776, 31.9727051 46.7162697, 31.97369 46.7152472, 31.9741192 46.7143351, 31.9743788 46.7132979, 31.9754496 46.711628, 31.9768229 46.7096858, 31.982316 46.7107452, 31.9881954 46.7116574, 31.9897833 46.7126579, 31.9891372 46.7153614, 31.9889271 46.7162403, 31.9881954 46.7176011, 31.9832623 46.7189471, 31.9812882 46.7190943, 31.981889 46.723066, 31.9835627 46.7252725, 31.9831765 46.7275965, 31.9815886 46.7274788, 31.9806788 46.7283859, 31.9762662 46.7304599, 31.975662 46.7312587, 31.9754864 46.7322205, 31.9749759 46.7323191, 31.9735902 46.7320886, 31.9728339 46.7327736, 31.9703856 46.7367223, 31.9703884 46.7371413, 31.9708576 46.7377812, 31.970171 46.7395164, 31.9709533 46.73972, 31.9725412 46.7400711, 31.9714619 46.7430051, 31.9715464 46.74692, 31.9665682 46.7463613, 31.9659674 46.7482139, 31.9628346 46.747567))",village
Лиманы|Лимани,POINT(31.4695438 46.6955978),village
Луговое|Лугове,POINT(31.2873321 46.6408904),village
Луговое|Лугове,POINT(29.824789 46.252781),village
МЕТРО,"POLYGON((30.766853 46.5574748, 30.767404 46.5566841, 30.7684621 46.5570492, 30.7677754 46.5577878, 30.766853 46.5574748))",street
Маразлиевка|Маразліївка,POINT(29.900669 45.87719),village
Маразлиевка|Маразліївка,"POLYGON((30.0460678 46.1149219, 30.0466886 46.1108143, 30.0469808 46.1085808, 30.0474478 46.1064012, 30.0459317 46.1062541, 30.046219 46.1046791, 30.0471204 46.1047827, 30.0470558 46.1029062, 30.0464016 46.1026571, 30.0463258 46.1022726, 30.0462481 46.1013686, 30.0463086 46.1005004, 30.0461963 46.0998897, 30.0461531 46.0992131, 30.045892 46.0985615, 30.0457214 46.0982252, 30.0457102 46.0981345, 30.0456844 46.0979258, 30.0454059 46.0959491, 30.046131 46.0909944, 30.0474388 46.0909388, 30.0471524 46.0835171, 30.0471908 46.0822653, 30.0475038 46.0811602, 30.0500404 46.0814832, 30.0515325 46.0817386, 30.052288 46.0819646, 30.0524824 46.0891359, 30.0520354 46.0913184, 30.0519901 46.0922019, 30.0538315 46.0922443, 30.0524747 46.0969962, 30.0532577 46.0977097, 30.0537506 46.1016775, 30.0557485 46.1057369, 30.0560174 46.1087377, 30.0555357 46.1114642, 30.0530886 46.1161474, 30.047762 46.115092, 30.0460678 46.1149219))",village
Марковка|Марківка,POINT(29.94903 46.930176),village
Марковка|Марківка,"POLYGON((31.3372242 46.9360228, 31.3359689 46.9358836, 31.3337589 46.9350416, 31.3341452 46.9332614, 31.3347567 46.931591, 31.3345314 46.9302942, 31.3344563 46.9288288, 31.3357545 46.9276859, 31.3364411 46.9265282, 31.3376428 46.9245498, 31.3382113 46.9235381, 31.3391232 46.9236041, 31.340872 46.9240071, 31.3418806 46.9242567, 31.3432218 46.9248796, 31.3433505 46.9252166, 31.3411402 46.9286379, 31.3377285 46.9334294, 31.3375354 46.9343378, 31.3374603 46.9349459, 31.3375354 46.9357004, 31.3372242 46.9360228))",village
Марьяновка|Мар’янівка,POINT(31.1152032 46.8322542),village
Марьяновка|Мар’янівка,POINT(30.465425 46.388741),village
Мирне|Мирное,"POLYGON((31.6129081 46.9483349, 31.6130708 46.9446904, 31.6130549 46.9419755, 31.6132189 46.9418263, 31.6147692 46.9418225, 31.6152398 46.9418595, 31.6158447 46.9420734, 31.6169289 46.9421324, 31.6176352 46.9419554, 31.6181474 46.942048, 31.6210101 46.9426226, 31.6225502 46.9429618, 31.6240878 46.9431386, 31.6237417 46.9442303, 31.6232171 46.9460119, 31.622378 46.9487875, 31.622063 46.949862, 31.619779 46.9497465, 31.6175554 46.9497906, 31.6147087 46.9499378, 31.613659 46.9494832, 31.6129081 46.9483349))",village
Мирне|Мирное,"POLYGON((32.3014676 46.8133915, 32.303431 46.8123599, 32.3036939 46.812213, 32.3067892 46.8108161, 32.3082402 46.8101203, 32.3098925 46.8093034, 32.3116949 46.808503, 32.3133793 46.8078366, 32.3136932 46.8076989, 32.3155023 46.8067075, 32.3192856 46.8094539, 32.3193794 46.8096485, 32.3191783 46.8099386, 32.3182932 46.8106784, 32.3178104 46.811141, 32.3149967 46.812984, 32.3135483 46.8138761, 32.3139346 46.8141809, 32.3133659 46.8149151, 32.3125827 46.8152675, 32.311188 46.8152528, 32.3095679 46.8146911, 32.3083985 46.8141552, 32.3079586 46.8140377, 32.3075187 46.8137844, 32.3069662 46.8134943, 32.306124 46.8130317, 32.3043537 46.8139679, 32.3038521 46.813621, 32.3023796 46.814291, 32.3014676 46.8133915))",village
Мирне|Мирное,"POLYGON((32.2446643 46.7106208, 32.2432534 46.7053887, 32.2446007 46.7032911, 32.2486434 46.7027773, 32.2487049 46.7030053, 32.2502885 46.7028043, 32.2517392 46.7081805, 32.2493052 46.7084893, 32.2499985 46.7110594, 32.2477547 46.711344, 32.2474639 46.7102659, 32.2446643 46.7106208))",village
Мирное|Мирне,POINT(30.378593 46.467545),village
Михайловка|Михайлівка,POINT(30.267679 46.676102),village
Михайловка|Михайлівка,POINT(29.6950448 45.9508544),village
Михайловка|Михайлівка,"POLYGON((31.4289537 46.7661704, 31.4285023 46.764459, 31.4270925 46.7644751, 31.426762 46.7622187, 31.4266912 46.7613286, 31.4266088 46.7592069, 31.4258024 46.7591038, 31.4260943 46.7578102, 31.4267048 46.7567215, 31.4273371 46.7562775, 31.429888 46.7544703, 31.4306091 46.7547537, 31.4306781 46.7548039, 31.4307663 46.7548325, 31.4319488 46.7539358, 31.4328022 46.7542975, 31.4336022 46.7552319, 31.4333386 46.7557949, 31.4325695 46.7573945, 31.431664 46.7593535, 31.431636 46.7605761, 31.432288 46.7620868, 31.4323852 46.7637741, 31.4323772 46.7653442, 31.4318966 46.7661939, 31.4307241 46.7663823, 31.4289537 46.7661704))",village
Надия|Надія,POINT(30.0630122 46.9627865),village
Надия|Надія,"POLYGON((29.6452357 46.2343263, 29.64451 46.2338764, 29.6452703 46.2309091, 29.6433416 46.2306392, 29.6430028 46.2304908, 29.6433801 46.2280137, 29.6437318 46.2271059, 29.644062 46.2267796, 29.644568 46.2232995, 29.6448511 46.2203326, 29.6469738 46.2203266, 29.6470824 46.2198828, 29.6507302 46.2204867, 29.6542652 46.2213134, 29.6562207 46.2217629, 29.6565081 46.2223889, 29.6563537 46.2229259, 29.6554408 46.2266646, 29.6553166 46.2266594, 29.6552925 46.2276518, 29.6546995 46.2298854, 29.6528345 46.2297605, 29.6527132 46.230521, 29.6529083 46.2305428, 29.6528942 46.2310169, 29.6518526 46.2346143, 29.6516279 46.234736, 29.6452357 46.2343263))",village
Нерубайское|Усатове|Усатово,"POLYGON((30.6031 46.51039, 30.6098 46.51098, 30.61075 46.51183, 30.61632 46.51243, 30.61432 46.51469, 30.60966 46.51979, 30.61002 46.52014, 30.60871 46.52084, 30.59541 46.53555, 30.59493 46.53382, 30.59099 46.53256, 30.59127 46.53193, 30.59191 46.52855, 30.5934 46.52077, 30.59975 46.52131, 30.60056 46.52097, 30.60108 46.51903, 30.60178 46.51585, 30.60218 46.5131, 30.6031 46.51039))",street
Николаевка|Миколаївка,POINT(30.2883416 46.6395636),village
Николаевка|Миколаївка,POINT(30.3343362 46.3068537),village
Николаевка|Миколаївка,POINT(30.219248 45.902611),village
Нове|Новое,"POLYGON((31.6915213 46.8714604, 31.6897285 46.8707088, 31.6900289 46.8696379, 31.6918957 46.8665865, 31.6925609 46.865002, 31.6931789 46.8644389, 31.6936295 46.8628838, 31.6937972 46.8610497, 31.6944422 46.8608985, 31.6955366 46.8605463, 31.6965451 46.8605023, 31.6977896 46.860605, 31.698208 46.8608966, 31.6985728 46.8611974, 31.6987874 46.8612854, 31.6997959 46.8613588, 31.6998818 46.8618136, 31.6997406 46.8640946, 31.6990583 46.8653779, 31.6974687 46.8669587, 31.697666 46.8681949, 31.697213 46.8694562, 31.6963117 46.8713339, 31.695094 46.8717208, 31.6942357 46.8718089, 31.6935276 46.8718382, 31.6915213 46.8714604))",village
Нововладимировка|Нововолодимирівка,POINT(29.5202998 46.9376338),village
Нововладимировка|Нововолодимирівка,POINT(32.3968521 46.2494052),village
Новодмитровка|Новодмитрівка,POINT(30.300289 46.789742),village
Новодмитровка|Новодмитрівка,POINT(32.315941 46.61087),village
Новое|Нове,POINT(30.127819 46.643421),village
Новое|Нове,POINT(29.87492 45.900188),village
Новомиколаївка|Новониколаевка,"POLYGON((32.349734 46.9651835, 32.3504636 46.963353, 32.3508069 46.9613467, 32.3511288 46.9599554, 32.349819 46.9578794, 32.3488524 46.9571375, 32.3501669 46.9519807, 32.3503956 46.9512261, 32.3503194 46.951044, 32.350796 46.9507381, 32.3565326 46.9511804, 32.3625163 46.9520008, 32.3617303 46.954717, 32.3609319 46.9577349, 32.3606986 46.9581959, 32.3603916 46.9597634, 32.360674 46.9600987, 32.3660614 46.960885, 32.3656333 46.9625365, 32.365526 46.9647771, 32.3672641 46.9657289, 32.3679722 46.9681157, 32.3693669 46.9686429, 32.369088 46.9708099, 32.3683584 46.9745728, 32.367616 46.9772937, 32.353825 46.975308, 32.3533389 46.97525, 32.3527596 46.9741519, 32.352266 46.9738152, 32.3520515 46.9732734, 32.3519656 46.972351, 32.3516652 46.9713993, 32.3514292 46.9705501, 32.3513219 46.9698912, 32.3513863 46.9695251, 32.3512575 46.9691444, 32.3508284 46.9690126, 32.3498413 46.9688955, 32.3493692 46.9689101, 32.3490045 46.968976, 32.3489615 46.9686685, 32.3492834 46.967175, 32.349734 46.9651835))",village
Новомихайловка|Новомихайлівка,POINT(30.07095 45.838741),village
Новомихайловка|Новомихайлівка,"POLYGON((31.7166903 46.8812071, 31.7176009 46.8781185, 31.7180484 46.8780924, 31.7179592 46.8766823, 31.7181986 46.8754228, 31.7185009 46.8743316, 31.7200747 46.8745197, 31.7201847 46.874601, 31.7203515 46.8746026, 31.720341 46.874713, 31.7194458 46.8782821, 31.7225376 46.8785709, 31.7237179 46.8739373, 31.7257548 46.8742158, 31.7251166 46.87718, 31.7247952 46.8779102, 31.7244987 46.878812, 31.7243924 46.8791354, 31.7239035 46.8815672, 31.7217354 46.8813042, 31.7215996 46.8817528, 31.7190467 46.881462, 31.7184945 46.8815703, 31.7166903 46.8812071))",village
Новониколаевка|Новомиколаївка,POINT(30.82077 46.964149),village
Новоселівка|Новосёловка,"POLYGON((32.3859562 47.0020065, 32.38674 46.9997157, 32.3883634 46.9999448, 32.389368 46.9995919, 32.3906769 46.9957284, 32.3935308 46.9957869, 32.3977579 46.996665, 32.4010624 46.9977626, 32.403809 46.9988017, 32.4038136 46.9992272, 32.4037594 46.999809, 32.4024747 47.0033941, 32.402223 47.0037908, 32.4016847 47.0041284, 32.3930587 47.0031918, 32.3896684 47.0027236, 32.3859562 47.0020065))",village
Новосёловка|Новоселівка,POINT(29.9242928 46.9876815),village
Новосёловка|Новоселівка,POINT(30.2849892 46.9251453),village
Новосёловка|Новоселівка,POINT(31.4514435 46.747541),village
Новосёловка|Новоселівка,POINT(29.6150598 46.0024824),village
Новофедорівка|Новофёдоровка,"POLYGON((32.310384 46.1826921, 32.309754 46.1709983, 32.3091393 46.1595758, 32.3123573 46.1600289, 32.3236647 46.1607338, 32.3244473 46.1738015, 32.3298001 46.1742579, 32.3282108 46.182609, 32.3252143 46.1823244, 32.3230221 46.1823385, 32.3225535 46.1823578, 32.3179723 46.1825547, 32.3132946 46.1827144, 32.310384 46.1826921))",village
Новофёдоровка|Новофедорівка,POINT(31.3098899 46.7740645),village
Олександрівка,"POLYGON((30.860028 46.5997305, 30.8641763 46.6003641, 30.8644708 46.5995729, 30.8669155 46.5991949, 30.8694338 46.5999518, 30.8721939 46.6012542, 30.8719277 46.6015513, 30.8770169 46.6047922, 30.8766586 46.6051648, 30.8780989 46.605742, 30.8787668 46.6061778, 30.8792087 46.6060331, 30.880568 46.6063461, 30.8813425 46.6082429, 30.8812475 46.6089989, 30.8783102 46.6103097, 30.8768219 46.6112657, 30.8751585 46.613147, 30.8736935 46.6125304, 30.8730834 46.6124382, 30.8732666 46.6119, 30.8735839 46.6119608, 30.8735924 46.6117028, 30.8733935 46.6092285, 30.8720248 46.6092063, 30.8703413 46.6093101, 30.8697391 46.6094444, 30.864926 46.6111427, 30.8633786 46.6091024, 30.8646102 46.6059002, 30.8650854 46.6058356, 30.8654481 46.6052865, 30.8657492 46.604551, 30.8626282 46.6041084, 30.8624086 46.6046998, 30.8622615 46.6049179, 30.8620052 46.6054905, 30.8615182 46.6057382, 30.8577059 46.6050981, 30.8580358 46.604429, 30.8526574 46.6033678, 30.8544169 46.5992716, 30.8598417 46.6002648, 30.860028 46.5997305))",village
Олександрівка,"POLYGON((30.3726922 46.7510819, 30.3734089 46.750809, 30.3737973 46.750942, 30.3741557 46.7512072, 30.3753104 46.7524973, 30.3754761 46.7541514, 30.3740263 46.7542428, 30.3738606 46.7533587, 30.3735007 46.7522004, 30.373322 46.7518416, 30.3730872 46.7514986, 30.3726922 46.7510819))",village
Петровка|Петрівка,POINT(30.0297604 46.9445434),village
Петровка|Петрівка,"POLYGON((29.9470146 46.310068, 29.9476063 46.3109214, 29.9478117 46.3113522, 29.9550933 46.3063968, 29.9605956 46.3030852, 29.962284 46.3043973, 29.9621929 46.3048601, 29.9621303 46.3051778, 29.9617262 46.3072299, 29.9595404 46.3090106, 29.9608232 46.3097604, 29.9600228 46.3116867, 29.9555204 46.3152161, 29.9529829 46.3172051, 29.9506915 46.316268, 29.9500735 46.316747, 29.950063 46.3175935, 29.9433027 46.3184842, 29.9441126 46.3168361, 29.9433451 46.3161441, 29.9383565 46.3193097, 29.9362311 46.3187448, 29.9355308 46.3185587, 29.9341256 46.3179915, 29.9339859 46.3175333, 29.9326256 46.3174627, 29.9354052 46.3147613, 29.936311 46.3136404, 29.9392038 46.3120703, 29.9410853 46.3110491, 29.9470146 46.310068))",village
Петровка|Петрівка,"POLYGON((31.7523744 46.9955902, 31.7554 46.9950633, 31.7571809 46.9948584, 31.7587688 46.9949755, 31.7602065 46.9951512, 31.7603841 46.9942984, 31.7608848 46.9920838, 31.761173 46.9917319, 31.7621289 46.9918354, 31.7625841 46.9916802, 31.7650988 46.9922094, 31.7701628 46.990614, 31.7721611 46.9874341, 31.7754776 46.9878494, 31.7739579 46.9907083, 31.7805825 46.9916813, 31.779934 46.9940352, 31.7700019 46.992707, 31.7688539 46.9935705, 31.7693671 46.9941609, 31.7694422 46.9947097, 31.7687663 46.995361, 31.7687082 46.9955117, 31.7688073 46.99563, 31.7691262 46.9958074, 31.7695287 46.9959911, 31.7700519 46.9960798, 31.7700271 46.9962867, 31.7696928 46.9969688, 31.7693778 46.9973293, 31.7689487 46.9988366, 31.7691064 46.9990313, 31.7691692 46.999604, 31.7687722 47.0014405, 31.7682466 47.0017039, 31.7669377 47.0020551, 31.7651417 47.0020294, 31.7622235 47.0016635, 31.7616871 47.0042536, 31.7608717 47.0070777, 31.7607028 47.0077426, 31.755939 47.0072245, 31.7554429 47.0068436, 31.7555287 47.0045316, 31.7539623 47.0039756, 31.7517522 47.0039024, 31.7504432 47.0045316, 31.7486135 47.0040812, 31.7491044 47.0031131, 31.7504305 47.0002106, 31.7513659 46.997405, 31.7523744 46.9955902))",village
Покровка,POINT(30.1293471 46.7757775),village
Покровка,POINT(31.6897622 46.4803614),village
Прибугское|Прибузьке,"POLYGON((31.8769837 46.7411324, 31.8782563 46.7384787, 31.8814009 46.7385671, 31.8815725 46.7381259, 31.8822806 46.7381112, 31.8800573 46.7369232, 31.880581 46.7359548, 31.8845524 46.7362393, 31.8857139 46.7371994, 31.8859714 46.73742, 31.8866151 46.7373906, 31.8870442 46.7376553, 31.8873077 46.7383946, 31.8865507 46.7404052, 31.885907 46.7409052, 31.8860178 46.7412816, 31.8848505 46.7413997, 31.8821385 46.7414799, 31.8805587 46.7415107, 31.8769837 46.7411324))",village
Прибугское|Прибузьке,"POLYGON((32.0819559 46.7765677, 32.0804678 46.7763634, 32.0810592 46.7716053, 32.0813171 46.7685879, 32.0836371 46.7680341, 32.0869663 46.7682641, 32.0867718 46.7697704, 32.0909925 46.7708377, 32.091794 46.7709458, 32.0916545 46.7710781, 32.0905387 46.7743921, 32.0904314 46.7750166, 32.0904314 46.7752297, 32.0906567 46.7752958, 32.0981347 46.7762216, 32.0987463 46.7762731, 32.0991647 46.7763245, 32.1054304 46.777074, 32.1056664 46.7770887, 32.1057729 46.777476, 32.1051004 46.7799449, 32.1043906 46.7828614, 32.1025413 46.7827079, 32.1019061 46.7827591, 32.1016633 46.7829765, 32.1009721 46.7851382, 32.1004491 46.7865964, 32.1000195 46.7872743, 32.0977031 46.7870952, 32.0977779 46.7858801, 32.095828 46.7854495, 32.0890582 46.7845753, 32.0888436 46.7845753, 32.0883994 46.7844755, 32.0860416 46.7841353, 32.0872984 46.7808403, 32.0877093 46.7785506, 32.0890169 46.7785122, 32.0894279 46.7772585, 32.0819559 46.7765677))",village
Приморское|Приморське,POINT(30.2823947 45.9705543),village
Приморское|Приморське,"POLYGON((32.4007665 46.1057777, 32.4021296 46.0994722, 32.4017667 46.0959924, 32.4015066 46.0927223, 32.4014959 46.0925876, 32.4229082 46.088261, 32.4242754 46.0913312, 32.4238337 46.0915161, 32.4228437 46.0916796, 32.421123 46.0920164, 32.417822 46.0926063, 32.4141552 46.1073011, 32.4108224 46.1077862, 32.4025396 46.1076365, 32.4020815 46.1076282, 32.4007665 46.1057777))",village
Приозёрное|Приозерне,POINT(29.9302974 46.7979069),village
Приозёрное|Приозерне,POINT(32.470428 46.63662),village
Ройлянка,POINT(29.78668 46.28849),village
Ройлянка,POINT(29.920919 45.837021),village
Садовое|Садове,POINT(32.180763 46.357613),village
Садовое|Садове,POINT(30.2059538 46.2360321),village
Садовое|Садове,POINT(30.0855336 45.9071755),village
Семенівка|Семёновка,"POLYGON((30.1160638 46.2812753, 30.116487 46.2803743, 30.1144612 46.2798311, 30.1181445 46.2773915, 30.1165857 46.275172, 30.1192689 46.2730928, 30.1201888 46.2730805, 30.1208116 46.2737983, 30.1271711 46.2712371, 30.1287137 46.2732136, 30.1283727 46.2733538, 30.1252177 46.274573, 30.1261626 46.2786282, 30.1261842 46.2805235, 30.1263822 46.2871463, 30.1243847 46.2873137, 30.1207908 46.2876879, 30.1206252 46.287676, 30.1204662 46.2876257, 30.1198121 46.2870433, 30.116614 46.2869772, 30.1160638 46.2812753))",village
Семёновка|Semionovca,POINT(29.5162594 46.5149471),village
Сергеевка|Сергіївка,POINT(30.37273 46.02756),town
Сергеевка|Сергіївка,POINT(29.959721 45.996658),village
